dataset,sample_id,path_index,experiment_id,shots_in_icl,icl_sample_source,sketch_gen_model,code_gen_model,has_sketch,raw_output,parsed_output,true_label,is_correct,is_syntax_error,solver_error_type,is_solver_timeout,is_runtime_error,is_syntax_parse_error,pruned_by_existence,existence_pruning_result,pruned_by_uniqueness,uniqueness_pruning_result,existence_uniqueness_pruning_result
AR-LSAT,201212_4-G_2_10,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_1_4,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,guitarist,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201412_2-G_1_4,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[0],[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,200010_3-G_1_2,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200010_3-G_1_2,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 3, 4]","[0, 1, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 3, 4]",True,,
AR-LSAT,200010_3-G_1_2,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_1_2,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200010_3-G_1_2,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 3, 4]","[0, 1, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 3, 4]",True,,
AR-LSAT,200010_3-G_1_2,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_1_2,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmp64ekhbuu.py"", line 26, in <module>
    solver.add(AtMost(report[s][d][0], report[s][d][1]))
               ~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/workspaces/draft-and-prune/.venv/lib/python3.13/site-packages/z3/z3.py"", line 9187, in AtMost
    return BoolRef(Z3_mk_atmost(ctx.ref(), sz, _args, k), ctx)
                   ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/workspaces/draft-and-prune/.venv/lib/python3.13/site-packages/z3/z3core.py"", line 2974, in Z3_mk_atmost
    r = _elems.f(a0, a1, a2, a3)
ctypes.ArgumentError: argument 4: TypeError: 'BoolRef' object cannot be interpreted as an integer

Stdout: ",syntax error,3,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,200010_3-G_1_2,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_1_2,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_1_2,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_1_2,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 3, 4]","[0, 1, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 3, 4]",True,,
AR-LSAT,200010_3-G_1_2,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 3, 4]","[0, 1, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 3, 4]",True,,
AR-LSAT,200010_3-G_1_2,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_1_2,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200010_3-G_1_2,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,200312_1-G_3_18,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_3_18,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_3_18,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_3_18,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_3_18,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_3_18,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_3_18,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",4,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,200312_1-G_3_18,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[1, 4]","[1, 4]",4,False,False,,False,False,False,False,"[1, 4]",True,,
AR-LSAT,201206_3-G_4_22,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],2,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_4_22,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201206_3-G_4_22,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],2,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_4_22,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201206_3-G_4_22,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201206_3-G_4_22,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201206_3-G_4_22,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 2]","[0, 2]",2,False,False,,False,False,False,False,"[0, 2]",True,,
AR-LSAT,201206_3-G_4_22,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],2,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_4_22,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],2,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_4_22,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],2,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_4_22,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],2,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_4_22,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[2, 3, 4]","[2, 3, 4]",2,False,False,,False,False,False,False,"[2, 3, 4]",True,,
AR-LSAT,201206_3-G_4_22,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],2,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_4_22,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201206_3-G_4_22,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,4,[4],2,False,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_2_8,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,4,[4],2,False,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_2_8,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,4,[4],2,False,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_2_8,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,4,[4],2,False,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_2_8,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,200312_1-G_2_8,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,4,[4],2,False,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,200312_1-G_2_8,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,four,[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201412_2-G_3_14,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,201412_2-G_3_14,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",3,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,201412_2-G_3_14,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
AR-LSAT,201412_2-G_3_14,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[3],[3],3,True,False,,False,False,False,False,[3],False,[3],[3]
